"CPID","Year","SurveyDate","BlockID","SiteID","FragSize","SizeClass","ForestProp1km","FragRatio1km","ForestProp1kmRadius","FragRatio1kmRadius","Hunted","BrowseProb","PlotID","CornerFlagged","Latitude","Longitude","HostID","Host","HostFamily","HostGenus","HostSpecies","HostAbund","IndNum","BranchNum","BranchLength","BranchDiam","NumLeaves","CatID","ScientificName","Count","BadHost","Family","Genus","Species","MicroLep","Specialist","wtMPD","Records","Hosts","RearID","Notes"
10743,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_4_CP4","NE",41.533665,-72.68277,"CELOR","Celastrus orbiculatus","Celastraceae","Celastrus","orbiculatus",2,2,4,85,4.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10744,2019,2019-06-24,"MT","WSS",11.706,"small",0.355,3.002,0.407,2.242,"no",0.094,"MT_WSS_3_CP3","N",41.537621,-72.673111,"FAGGR","Fagus grandifolia","Fagaceae","Fagus","grandifolia",7,1,1,94,7.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10745,2019,2019-06-24,"MT","WSS",11.706,"small",0.355,3.002,0.407,2.242,"no",0.094,"MT_WSS_3_CP3","N",41.537621,-72.673111,"FAGGR","Fagus grandifolia","Fagaceae","Fagus","grandifolia",7,2,2,86,5.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10746,2019,2019-06-24,"MT","WSS",11.706,"small",0.355,3.002,0.407,2.242,"no",0.094,"MT_WSS_3_CP3","N",41.537621,-72.673111,"FAGGR","Fagus grandifolia","Fagaceae","Fagus","grandifolia",7,3,3,81,5.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10747,2019,2019-06-24,"MT","WSS",11.706,"small",0.355,3.002,0.407,2.242,"no",0.094,"MT_WSS_3_CP3","N",41.537621,-72.673111,"FAGGR","Fagus grandifolia","Fagaceae","Fagus","grandifolia",7,4,4,170,10.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10748,2019,2019-06-24,"MT","WSS",11.706,"small",0.355,3.002,0.407,2.242,"no",0.094,"MT_WSS_3_CP3","N",41.537621,-72.673111,"FAGGR","Fagus grandifolia","Fagaceae","Fagus","grandifolia",7,5,5,105,7.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10749,2019,2019-06-24,"MT","WSS",11.706,"small",0.355,3.002,0.407,2.242,"no",0.094,"MT_WSS_2_CP2","NW",41.53714,-72.673019,"FAGGR","Fagus grandifolia","Fagaceae","Fagus","grandifolia",3,1,1,118,7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10750,2019,2019-06-24,"MT","WSS",11.706,"small",0.355,3.002,0.407,2.242,"no",0.094,"MT_WSS_2_CP2","NW",41.53714,-72.673019,"FAGGR","Fagus grandifolia","Fagaceae","Fagus","grandifolia",3,1,2,120,6.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10751,2019,2019-06-24,"MT","WSS",11.706,"small",0.355,3.002,0.407,2.242,"no",0.094,"MT_WSS_2_CP2","NW",41.53714,-72.673019,"FAGGR","Fagus grandifolia","Fagaceae","Fagus","grandifolia",3,2,3,139,8.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10752,2019,2019-06-24,"MT","WSS",11.706,"small",0.355,3.002,0.407,2.242,"no",0.094,"MT_WSS_2_CP2","NW",41.53714,-72.673019,"FAGGR","Fagus grandifolia","Fagaceae","Fagus","grandifolia",3,2,4,121,6.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10753,2019,2019-06-24,"MT","WSS",11.706,"small",0.355,3.002,0.407,2.242,"no",0.094,"MT_WSS_2_CP2","NW",41.53714,-72.673019,"FAGGR","Fagus grandifolia","Fagaceae","Fagus","grandifolia",3,3,5,NA,NA,7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10754,2019,2019-06-24,"MT","WSS",11.706,"small",0.355,3.002,0.407,2.242,"no",0.094,"MT_WSS_4_CP4","SE",41.537193,-72.672684,"FAGGR","Fagus grandifolia","Fagaceae","Fagus","grandifolia",15,1,1,NA,NA,15,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10755,2019,2019-06-24,"MT","WSS",11.706,"small",0.355,3.002,0.407,2.242,"no",0.094,"MT_WSS_4_CP4","SE",41.537193,-72.672684,"FAGGR","Fagus grandifolia","Fagaceae","Fagus","grandifolia",15,2,2,74,4.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10756,2019,2019-06-24,"MT","WSS",11.706,"small",0.355,3.002,0.407,2.242,"no",0.094,"MT_WSS_4_CP4","SE",41.537193,-72.672684,"FAGGR","Fagus grandifolia","Fagaceae","Fagus","grandifolia",15,3,3,54,4.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10757,2019,2019-06-24,"MT","WSS",11.706,"small",0.355,3.002,0.407,2.242,"no",0.094,"MT_WSS_4_CP4","SE",41.537193,-72.672684,"FAGGR","Fagus grandifolia","Fagaceae","Fagus","grandifolia",15,4,4,145,7.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10758,2019,2019-06-24,"MT","WSS",11.706,"small",0.355,3.002,0.407,2.242,"no",0.094,"MT_WSS_4_CP4","SE",41.537193,-72.672684,"FAGGR","Fagus grandifolia","Fagaceae","Fagus","grandifolia",15,5,5,138,7.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10759,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_3_CP1","S",41.473789,-72.631142,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",3,2,4,75,6.6,NA,"NOLATR","Nola triquetrana",1,NA,"Nolidae","Nola","triquetrana","no","yes",0,112,1,NA,""
10760,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_3_CP1","S",41.473789,-72.631142,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",3,3,5,71,5.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10761,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_3_CP1","S",41.473789,-72.631142,"KALLA","Kalmia latifolia","Ericaceae","Kalmia","latifolia",1,1,1,NA,NA,8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10762,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_4_CP4","SE",41.473431,-72.630943,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",2,1,1,153,9.5,NA,"ORGYLE","Orgyia leucostigma",1,NA,"Erebidae","Orgyia","leucostigma","no","no",188.8,143,18,NA,""
10763,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_4_CP4","SE",41.473431,-72.630943,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",2,1,2,78,9.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10764,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_4_CP4","SE",41.473431,-72.630943,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",2,1,3,104,12.8,NA,"NOLATR","Nola triquetrana",1,NA,"Nolidae","Nola","triquetrana","no","yes",0,112,1,NA,""
10765,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_4_CP4","SE",41.473431,-72.630943,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",2,2,4,76,7.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10766,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_4_CP4","SE",41.473431,-72.630943,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",2,2,5,97,8.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10767,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_4_CP4","SE",41.473431,-72.630943,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",1,1,1,NA,NA,7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10768,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_4_CP4","SE",41.473431,-72.630943,"QUEAL","Quercus alba","Fagaceae","Quercus","alba",1,1,2,NA,NA,22,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10769,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_3_CP4","E",41.533749,-72.683189,"ACENI","Acer nigrum","Sapindaceae","Acer","nigrum",3,1,1,83,7.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as MPL"
10770,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_3_CP4","E",41.533749,-72.683189,"ACENI","Acer nigrum","Sapindaceae","Acer","nigrum",3,2,2,93,8.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as MPL"
10771,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_3_CP4","E",41.533749,-72.683189,"ACENI","Acer nigrum","Sapindaceae","Acer","nigrum",3,2,3,98,7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as MPL"
10772,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_3_CP4","E",41.533749,-72.683189,"ACENI","Acer nigrum","Sapindaceae","Acer","nigrum",3,3,4,111,10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as MPL"
10773,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_3_CP4","E",41.533749,-72.683189,"ACENI","Acer nigrum","Sapindaceae","Acer","nigrum",3,1,5,83,7.8,NA,"ACHADI","Achatia distincta",1,NA,"Noctuidae","Achatia","distincta","no","no",190.37,118,23,NA,"On datasheet as MPL"
10774,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_3_CP4","E",41.533749,-72.683189,"LINBE","Lindera benzoin","Lauraceae","Lindera","benzoin",2,1,1,27,3.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as MPL"
10775,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_3_CP4","E",41.533749,-72.683189,"LINBE","Lindera benzoin","Lauraceae","Lindera","benzoin",2,2,2,58,5.3,NA,"EPIMHO","Epimecis hortaria",1,NA,"Geometridae","Epimecis","hortaria","no","yes",0,40,1,NA,"On datasheet as MPL"
10776,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_3_CP4","E",41.533749,-72.683189,"VIBAC","Viburnum acerifolium","Adoxaceae","Viburnum","acerifolium",1,1,1,38,2.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as MPL"
10777,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_2_CP2","NW",41.53344,-72.683113,"VIBDI","Viburnum dilatatum","Caprifoliaceae","Viburnum","dilatatum",1,1,1,87,4.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as MPL, VIBDE"
10778,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_2_CP2","NW",41.53344,-72.683113,"VIBDI","Viburnum dilatatum","Caprifoliaceae","Viburnum","dilatatum",1,1,2,101,5.2,NA,"LYMADI","Lymantria dispar",1,NA,"Erebidae","Lymantria","dispar","no","no",229.19,1880,42,NA,"On datasheet as MPL, VIBDE"
10779,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_2_CP2","NW",41.53344,-72.683113,"VIBDI","Viburnum dilatatum","Caprifoliaceae","Viburnum","dilatatum",1,1,3,92,6.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as MPL, VIBDE"
10780,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_2_CP2","NW",41.53344,-72.683113,"VIBDI","Viburnum dilatatum","Caprifoliaceae","Viburnum","dilatatum",1,1,4,92,5.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as MPL, VIBDE"
10781,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_2_CP2","NW",41.53344,-72.683113,"ACESA","Acer saccharum","Sapindaceae","Acer","saccharum",1,1,1,65,7.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as MPL"
10782,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_2_CP2","NW",41.53344,-72.683113,"ACESA","Acer saccharum","Sapindaceae","Acer","saccharum",1,1,2,80,6.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as MPL"
10783,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_2_CP2","NW",41.53344,-72.683113,"ACESA","Acer saccharum","Sapindaceae","Acer","saccharum",1,1,3,51,8.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as MPL"
10784,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_2_CP2","NW",41.53344,-72.683113,"ACESA","Acer saccharum","Sapindaceae","Acer","saccharum",1,1,4,82,5.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as MPL"
10785,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_2_CP2","NW",41.53344,-72.683113,"ACESA","Acer saccharum","Sapindaceae","Acer","saccharum",1,1,5,91,7.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as MPL"
10786,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_2_CP2","NW",41.53344,-72.683113,"CELOR","Celastrus orbiculatus","Celastraceae","Celastrus","orbiculatus",1,1,1,55,3.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"On datasheet as MPL"
10787,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_2_CP3","SW",41.473335,-72.631454,"CLEAL","Clethra alnifolia","Clethraceae","Clethra","alnifolia",20,1,1,77,8.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10788,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_2_CP3","SW",41.473335,-72.631454,"CLEAL","Clethra alnifolia","Clethraceae","Clethra","alnifolia",20,2,2,132,9.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10789,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_2_CP3","SW",41.473335,-72.631454,"CLEAL","Clethra alnifolia","Clethraceae","Clethra","alnifolia",20,3,3,63,5.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10790,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_2_CP3","SW",41.473335,-72.631454,"CLEAL","Clethra alnifolia","Clethraceae","Clethra","alnifolia",20,4,4,85,7.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10791,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_2_CP3","SW",41.473335,-72.631454,"CLEAL","Clethra alnifolia","Clethraceae","Clethra","alnifolia",20,5,5,88,9.1,NA,"NOLACL","Nola clethrae",2,NA,"Nolidae","Nola","clethrae","no","yes",0,18,1,NA,""
10792,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_2_CP3","SW",41.473335,-72.631454,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",2,1,1,110,7.5,NA,"ORTHRU","Orthosia rubescens",1,NA,"Noctuidae","Orthosia","rubescens","no","no",221.96,141,22,NA,""
10793,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_2_CP3","SW",41.473335,-72.631454,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",2,1,2,85,7.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10794,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_2_CP3","SW",41.473335,-72.631454,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",2,1,3,148,11.8,NA,"ORTHRU","Orthosia rubescens",1,NA,"Noctuidae","Orthosia","rubescens","no","no",221.96,141,22,NA,""
10795,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_2_CP3","SW",41.473335,-72.631454,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",2,1,3,148,11.8,NA,"NOLATR","Nola triquetrana",1,NA,"Nolidae","Nola","triquetrana","no","yes",0,112,1,NA,""
10796,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_2_CP3","SW",41.473335,-72.631454,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",2,2,4,127,6.6,NA,"NOLATR","Nola triquetrana",1,NA,"Nolidae","Nola","triquetrana","no","yes",0,112,1,NA,""
10797,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_2_CP3","SW",41.473335,-72.631454,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",2,2,5,111,6.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10798,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_2_CP3","SW",41.473335,-72.631454,"BETLE","Betula lenta","Betulaceae","Betula","lenta",1,1,1,121,8.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10799,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_2_CP3","SW",41.473335,-72.631454,"BETLE","Betula lenta","Betulaceae","Betula","lenta",1,1,2,136,8.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10800,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_2_CP3","SW",41.473335,-72.631454,"BETLE","Betula lenta","Betulaceae","Betula","lenta",1,1,3,89,7.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10801,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_2_CP3","SW",41.473335,-72.631454,"BETLE","Betula lenta","Betulaceae","Betula","lenta",1,1,4,96,6.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10802,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_2_CP3","SW",41.473335,-72.631454,"BETLE","Betula lenta","Betulaceae","Betula","lenta",1,1,5,95,8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10803,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_2_CP3","SW",41.473335,-72.631454,"BETAL","Betula alleghaniensis","Betulaceae","Betula","alleghaniensis",1,1,1,45,6.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10804,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_2_CP3","SW",41.473335,-72.631454,"BETAL","Betula alleghaniensis","Betulaceae","Betula","alleghaniensis",1,1,2,46,5.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10805,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_2_CP3","SW",41.473335,-72.631454,"BETAL","Betula alleghaniensis","Betulaceae","Betula","alleghaniensis",1,1,3,39,4.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10806,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_2_CP3","SW",41.473335,-72.631454,"BETAL","Betula alleghaniensis","Betulaceae","Betula","alleghaniensis",1,1,4,123,9.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10807,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_2_CP3","SW",41.473335,-72.631454,"BETAL","Betula alleghaniensis","Betulaceae","Betula","alleghaniensis",1,1,5,92,11.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10808,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_3_CP1","S",41.473789,-72.631142,"CLEAL","Clethra alnifolia","Clethraceae","Clethra","alnifolia",15,1,1,57,4.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10809,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_3_CP1","S",41.473789,-72.631142,"CLEAL","Clethra alnifolia","Clethraceae","Clethra","alnifolia",15,2,2,53,4.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10810,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_3_CP1","S",41.473789,-72.631142,"CLEAL","Clethra alnifolia","Clethraceae","Clethra","alnifolia",15,3,3,58,6.6,NA,"HERPTH","Herpetogramma thestealis",1,NA,"Crambidae","Herpetogramma","thestealis","yes","",0,2,1,"0531",""
10811,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_3_CP1","S",41.473789,-72.631142,"CLEAL","Clethra alnifolia","Clethraceae","Clethra","alnifolia",15,4,4,74,7.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10812,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_3_CP1","S",41.473789,-72.631142,"CLEAL","Clethra alnifolia","Clethraceae","Clethra","alnifolia",15,5,5,79,7.7,NA,"NOLACL","Nola clethrae",2,NA,"Nolidae","Nola","clethrae","no","yes",0,18,1,NA,""
10813,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_3_CP1","S",41.473789,-72.631142,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",3,1,1,43,6.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10814,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_3_CP1","S",41.473789,-72.631142,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",3,2,2,91,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10815,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_3_CP1","S",41.473789,-72.631142,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",3,3,3,73,7.3,NA,"TORTRI","Tortricidae",1,NA,"Tortricidae","","","yes","",NA,NA,NA,"0391","could also be a Tortricidae"
10816,2019,2019-06-24,"MT","MPL",416.223,"large",0.704,1.654,0.887,0.455,"yes",0.067,"MT_MPL_3_CP1","S",41.473789,-72.631142,"HAMVI","Hamamelis virginiana","Hamamelidaceae","Hamamelis","virginiana",3,3,3,73,7.3,NA,"NOLATR","Nola triquetrana",1,NA,"Nolidae","Nola","triquetrana","no","yes",0,112,1,NA,""
10817,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_4_CP1","SE",41.533714,-72.682648,"LINBE","Lindera benzoin","Lauraceae","Lindera","benzoin",6,5,5,84,7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10818,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_4_CP1","SE",41.533714,-72.682648,"ACESA","Acer saccharum","Sapindaceae","Acer","saccharum",1,1,1,132,7.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10819,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_4_CP1","SE",41.533714,-72.682648,"ACESA","Acer saccharum","Sapindaceae","Acer","saccharum",1,1,2,113,7.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
10820,2019,2019-06-24,"MT","WFS",53.7,"small",0.379,5.505,0.588,1.549,"no",0.127,"MT_WFS_2_CP3","NW",41.533421,-72.68325,"VIBDI","Viburnum dilatatum","Caprifoliaceae","Viburnum","dilatatum",2,1,1,42,4.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viburnum dilatatum"
